生徒数,訪問数,説明会,電話,A資料,B資料,C資料,販促品,エリア,販売数
3,5,1,0,9,9,2,2,西,4
2,11,1,0,1,1,1,1,西,3
13,14,1,0,1,1,3,1,西,3
1,12,1,0,1,1,9,1,西,0
14,14,1,0,1,1,3,1,西,11
2,6,1,0,2,9,9,0,西,1
13,4,1,0,1,3,3,2,西,0
0,1,1,0,9,9,9,0,西,0
0,3,1,0,9,9,9,0,西,0
18,10,1,0,9,9,9,1,西,0
9,3,1,0,9,9,9,0,西,1
4,9,1,0,2,2,2,0,西,3
4,12,1,0,2,2,9,0,西,0
9,8,1,0,1,1,1,1,西,9
6,4,1,0,2,2,2,1,西,2
2,8,1,0,3,3,3,1,西,0
4,10,1,0,2,2,2,1,西,0
4,2,1,0,2,2,9,2,西,0
16,7,1,0,1,1,2,1,西,25
9,2,1,0,1,1,1,1,西,4
8,2,1,0,1,1,1,1,西,4
7,2,1,0,1,1,1,1,西,2
4,11,1,0,3,2,2,3,西,2
6,18,1,0,1,1,2,1,西,0
28,13,1,0,1,1,1,1,西,0
19,20,1,0,1,1,1,1,西,21
14,5,1,0,1,1,1,1,西,0
2,5,1,0,1,1,1,1,西,0
15,18,1,0,1,1,1,1,西,1
14,7,1,0,1,1,1,1,西,0
4,6,1,0,3,3,3,0,西,2
0,8,1,0,3,2,3,2,西,0
3,8,1,0,2,2,2,1,西,2
4,8,1,0,2,2,2,2,西,9
3,11,1,0,1,1,1,1,西,6
14,6,1,0,1,1,1,1,西,2
5,6,1,0,1,1,1,1,西,3
3,1,1,0,9,9,9,0,西,2
9,7,1,0,2,2,2,1,西,0
8,6,1,0,2,2,2,1,西,3
60,12,1,0,2,2,2,1,西,2
10,21,1,0,2,2,2,0,西,7
1,3,1,0,1,1,1,0,西,0
8,6,1,0,1,1,1,0,西,0
3,7,1,0,1,1,1,0,西,3
9,9,1,0,1,1,1,2,西,9
5,4,1,0,3,2,3,2,西,16
8,7,1,0,9,9,9,1,西,5
0,7,1,0,2,9,9,1,西,4
4,9,1,0,2,2,2,1,西,0
23,19,1,0,1,1,2,2,西,7
10,13,1,0,2,2,2,0,西,0
6,9,1,0,9,9,9,0,西,0
0,5,1,0,9,1,1,1,西,0
13,16,1,0,9,1,1,1,西,11
8,7,1,0,1,1,1,3,西,4
5,7,1,0,2,2,2,0,西,6
4,11,1,0,1,1,2,2,西,0
1,6,1,0,3,3,3,1,西,0
23,7,1,0,2,2,2,2,西,12
5,2,1,0,2,2,2,1,西,0
2,7,1,0,2,2,2,1,西,0
2,4,1,0,2,2,2,1,西,0
9,3,1,0,2,2,2,1,西,0
9,5,1,0,2,2,2,1,西,0
15,5,1,0,2,2,2,1,西,3
13,1,1,0,2,2,2,1,西,0
7,7,1,0,1,1,1,2,西,3
17,7,1,0,3,9,9,1,西,5
11,17,1,0,1,1,9,1,西,12
8,15,1,0,1,1,9,1,西,10
30,13,1,0,2,2,2,1,西,12
13,22,1,0,1,1,1,1,西,14
5,14,1,0,1,1,1,1,西,7
6,5,1,0,2,2,2,1,西,0
4,2,1,0,1,1,1,1,西,1
15,5,1,0,1,1,1,1,西,10
2,3,1,0,2,3,3,2,西,0
90,11,1,0,2,2,2,1,西,8
8,16,1,0,2,2,2,2,西,0
3,7,1,0,2,2,9,1,西,0
13,9,1,0,9,9,2,0,南,1
10,9,1,0,2,2,2,1,南,3
3,3,1,0,3,9,3,1,南,0
2,8,1,0,2,2,2,1,南,1
10,6,1,0,2,2,3,1,南,2
8,4,1,0,9,9,9,0,南,0
10,12,1,0,2,2,9,2,南,1
4,17,1,0,2,2,3,2,南,0
6,7,1,0,1,3,3,2,南,1
6,6,1,0,1,3,3,2,南,1
5,7,1,0,1,1,1,2,南,8
2,7,1,0,3,3,1,1,南,0
10,8,1,0,1,1,3,1,南,0
6,9,1,0,1,1,1,3,南,10
5,6,1,0,1,1,9,1,南,2
4,5,1,0,2,2,2,1,南,0
8,3,1,0,1,2,9,1,南,2
14,17,1,0,1,1,2,2,南,0
5,10,1,0,1,2,1,1,南,6
23,6,1,0,1,1,1,1,南,15
4,12,1,0,9,9,9,0,南,8
0,1,1,0,9,9,9,0,南,1
15,18,1,0,1,1,3,3,南,16
7,16,1,0,1,1,9,2,南,0
15,24,1,0,1,1,1,3,南,7
18,24,1,0,1,1,1,3,南,14
6,11,1,0,2,2,2,1,南,0
44,12,1,0,1,1,2,2,南,0
1,10,1,0,2,2,3,2,南,0
4,21,1,0,1,1,2,1,南,4
6,21,1,0,1,1,2,1,南,3
5,4,1,0,3,3,2,2,南,0
5,5,1,0,3,3,3,1,南,2
4,3,1,0,3,3,2,2,南,0
0,10,1,0,3,3,3,1,南,0
5,11,1,0,1,1,2,1,南,2
4,9,1,0,1,1,2,1,南,2
4,8,1,0,1,1,2,1,南,0
4,9,1,0,1,1,2,1,南,2
11,8,1,0,1,1,2,1,南,10
5,5,1,0,1,1,2,1,南,0
8,4,1,0,1,1,3,2,南,0
2,1,1,0,3,3,9,1,南,0
5,4,1,0,2,2,2,1,南,22
2,4,1,0,2,2,2,1,南,0
1,4,1,0,1,1,1,1,南,2
6,1,1,0,9,9,9,1,南,1
3,2,1,0,1,1,1,1,南,0
0,3,1,0,1,1,1,1,南,4
11,12,1,0,1,1,1,1,南,2
13,5,1,0,1,2,2,1,南,0
13,5,1,0,2,2,2,1,南,0
1,14,1,0,1,3,1,1,南,0
9,5,1,0,1,1,1,2,南,0
9,10,1,0,1,1,3,1,南,0
6,13,1,0,1,1,3,3,南,0
10,7,1,0,1,1,3,1,南,0
4,4,1,0,1,1,1,2,南,2
14,13,1,0,9,9,9,1,南,0
6,4,1,0,1,1,9,1,南,0
6,9,1,0,1,1,3,3,南,5
2,9,1,0,3,3,3,2,南,0
1,7,1,0,3,3,3,2,南,0
4,3,1,0,2,3,3,2,南,0
0,4,1,0,2,3,3,1,南,0
0,4,1,0,2,3,3,1,南,0
6,7,1,0,2,2,2,1,南,2
1,6,1,0,2,2,2,1,南,1
2,8,1,0,9,9,9,1,南,6
14,2,1,0,1,1,3,0,南,2
4,3,1,0,1,1,3,1,南,5
1,3,1,0,3,3,3,1,南,2
4,6,1,0,1,1,1,2,南,1
7,7,1,0,9,9,9,0,南,0
2,2,1,0,1,1,1,1,南,0
8,5,1,0,1,1,1,1,南,0
6,7,1,0,1,9,9,0,南,3
1,14,1,0,2,9,9,1,南,0
3,8,1,0,9,9,9,1,南,0
8,9,1,0,9,9,9,1,南,4
2,6,1,0,9,9,9,2,南,1
2,1,1,0,9,9,9,0,南,0
3,6,1,0,9,9,9,0,南,0
1,3,1,0,9,9,9,0,南,0
5,16,1,0,2,2,2,2,南,9
0,15,1,0,9,2,9,1,南,0
29,4,1,0,3,3,3,2,南,5
2,5,1,0,1,1,3,0,南,2
4,5,1,0,1,1,3,1,南,10
6,10,1,0,2,2,2,3,南,0
9,15,1,0,1,9,1,2,南,18
2,10,1,0,1,2,2,1,南,3
4,6,1,0,1,2,2,1,南,1
9,10,1,0,2,2,3,2,南,1
0,2,1,0,3,3,3,1,南,0
0,2,1,0,3,3,3,1,南,0
30,2,1,0,3,3,3,1,南,0
9,2,1,0,3,3,3,1,南,0
30,2,1,0,3,3,3,1,南,0
0,8,1,0,9,1,9,3,南,0
0,9,1,0,9,1,9,2,南,0
0,12,1,0,1,1,9,2,南,0
4,6,1,0,9,9,9,0,南,3
11,9,1,0,2,2,2,1,南,9
3,7,1,0,3,3,3,1,南,0
14,10,1,0,2,2,2,0,南,0
1,9,1,0,1,1,2,1,南,1
2,11,1,0,1,9,9,0,南,2
3,8,1,0,2,9,9,0,南,6
1,8,1,0,2,2,2,0,南,0
5,5,1,0,2,9,9,0,南,4
2,3,1,0,2,2,2,0,南,0
3,3,1,0,2,2,2,0,南,0
0,2,1,0,9,9,9,0,南,0
2,3,1,0,2,9,9,1,南,0
9,12,1,0,1,1,1,1,南,6
24,13,1,0,1,1,1,1,南,0
6,13,1,0,1,1,1,1,南,0
8,13,1,0,1,1,1,1,南,5
0,8,1,0,9,9,9,1,南,0
7,18,1,0,3,3,9,2,南,6
1,7,1,0,1,3,1,1,南,0
3,6,1,0,1,3,1,1,南,0
5,8,1,0,2,2,9,2,南,4
5,8,1,0,2,2,9,2,南,2
6,21,1,0,1,3,1,1,南,2
5,6,1,0,1,2,1,2,南,0
9,16,1,0,2,2,3,3,南,12
15,8,1,0,1,9,9,1,南,9
1,7,1,0,9,9,9,0,南,3
7,6,1,0,1,1,9,1,南,0
21,6,1,0,9,9,9,0,南,0
28,5,1,0,2,2,2,1,南,0
8,5,1,0,1,3,3,2,南,1
7,19,1,0,1,1,1,2,南,9
11,17,1,0,1,1,1,2,南,2
7,15,1,0,1,1,1,2,南,0
2,8,1,0,1,2,2,1,南,0
2,10,1,0,9,9,9,0,南,0
0,8,1,0,1,1,9,1,南,1
3,3,1,0,9,9,9,0,南,3
6,9,1,0,1,1,1,1,南,3
5,10,1,0,2,2,2,3,南,3
13,5,1,0,1,1,1,1,南,5
2,9,1,0,1,1,1,1,南,0
3,8,1,0,1,1,9,2,南,3
5,8,1,0,1,1,9,3,南,5
4,7,1,0,1,1,1,3,南,6
2,12,1,0,2,2,3,2,南,1
5,14,1,0,1,1,9,0,南,4
6,14,1,0,1,1,9,0,南,7
7,15,1,0,1,1,1,3,南,1
0,13,1,0,1,1,9,2,南,1
2,3,1,0,1,1,2,1,南,4
7,7,1,0,1,1,1,1,南,6
0,1,1,0,9,9,9,0,南,0
3,5,1,0,1,1,1,2,南,0
0,15,1,0,1,1,3,1,南,0
6,14,1,0,1,1,1,1,南,6
5,11,1,0,1,1,1,2,南,2
6,6,1,0,1,1,1,2,南,0
3,6,1,0,2,2,2,2,南,7
2,8,1,0,9,9,9,0,南,7
1,4,1,0,1,1,1,1,南,1
2,6,1,0,1,1,1,1,南,0
3,6,1,0,1,1,1,1,南,0
2,7,1,0,1,1,9,1,南,4
1,7,1,0,2,3,3,3,南,3
16,11,1,0,1,1,1,2,南,3
2,9,1,0,9,9,9,2,南,2
2,7,1,0,2,2,2,0,南,0
14,11,1,0,2,2,2,1,南,14
2,17,1,0,2,2,2,2,南,1
7,10,1,0,2,2,2,2,南,2
2,5,1,0,2,2,2,1,南,0
2,8,1,0,2,2,2,2,南,0
0,5,1,0,3,3,3,0,南,0
7,17,1,0,2,2,2,0,南,4
1,13,1,0,9,2,9,2,南,5
6,16,1,0,2,9,9,2,南,4
0,9,1,0,1,9,9,1,南,4
8,14,1,0,1,1,2,3,南,9
8,13,1,0,2,2,3,2,南,6
4,10,1,0,9,9,1,1,南,3
5,7,1,0,1,1,1,2,南,0
6,6,1,0,1,1,1,2,南,2
6,7,1,0,1,1,1,2,南,0
6,5,1,0,1,1,1,2,南,0
3,5,1,0,1,1,1,2,南,0
6,7,1,0,2,9,2,1,南,0
5,8,1,0,2,9,2,2,南,4
3,17,1,0,9,9,1,1,南,0
9,6,1,0,1,1,3,1,南,10
15,12,1,0,1,1,1,2,南,8
8,13,1,0,1,9,9,1,南,5
2,3,1,0,2,2,2,0,南,3
8,7,1,0,1,1,1,2,南,7
23,8,1,0,9,9,2,1,南,17
9,8,1,0,1,1,2,2,南,2
9,5,1,0,1,1,3,2,南,2
10,4,1,0,1,1,3,1,南,0
11,1,1,0,1,1,3,1,南,0
7,4,1,0,1,1,3,2,南,5
4,6,1,0,1,1,3,2,南,1
4,5,1,0,9,9,9,0,南,0
4,14,1,0,1,3,1,1,南,6
2,6,1,0,9,9,2,1,南,0
14,7,1,0,1,2,2,1,南,5
5,16,1,0,9,9,9,1,南,1
13,17,1,0,9,9,9,0,南,3
5,12,1,0,2,2,2,3,南,4
28,13,1,0,2,2,2,0,南,14
34,10,1,0,9,9,9,0,南,2
18,7,1,0,9,9,9,0,南,2
11,5,1,0,9,9,9,0,南,0
29,19,1,0,2,2,2,0,南,17
5,5,1,0,9,9,9,0,南,0
2,4,1,0,1,3,3,1,南,0
89,10,1,0,3,3,3,1,南,4
6,9,1,0,3,9,9,1,南,0
2,1,1,0,1,1,1,1,南,0
1,1,1,0,3,9,3,1,南,1
12,10,1,0,2,2,2,2,南,6
8,10,1,0,1,2,2,2,南,1
4,9,1,0,2,9,9,1,南,1
1,4,1,0,2,3,3,1,南,0
5,14,1,0,2,2,2,3,南,4
2,7,1,0,1,1,3,0,南,1
2,5,1,0,1,1,3,0,南,1
1,9,1,0,1,1,3,0,南,1
3,6,1,0,9,9,9,0,南,0
6,13,1,0,1,1,2,2,南,6
1,9,1,0,2,2,2,1,南,1
17,15,1,0,3,3,3,2,南,4
2,20,1,0,3,3,3,1,南,1
4,10,1,0,3,3,3,1,南,0
5,12,1,0,3,3,3,1,南,0
0,12,1,0,3,3,3,1,南,0
12,1,1,0,3,3,3,1,南,4
2,20,1,0,2,2,3,3,南,9
9,9,1,0,1,1,9,1,南,1
4,9,1,0,1,1,1,2,南,0
9,14,1,0,2,2,2,0,南,20
7,4,1,0,2,2,2,0,南,0
1,9,1,0,1,1,2,1,南,0
1,4,1,0,1,1,2,1,南,3
6,7,1,0,1,1,1,3,南,0
8,5,1,0,1,1,1,3,南,6
14,16,1,0,9,9,2,2,南,8
1,4,1,0,9,9,9,1,南,0
2,9,1,0,1,1,9,1,南,1
6,5,1,0,2,2,2,2,南,17
10,8,1,0,2,9,2,2,南,6
14,2,1,0,1,9,9,1,南,15
13,6,1,0,1,2,2,1,南,9
13,3,1,0,1,2,2,1,南,15
9,4,1,0,1,1,9,1,南,5
0,8,1,0,9,9,9,0,南,0
5,4,1,0,1,2,2,3,南,2
0,4,1,0,9,9,9,0,南,0
0,6,1,0,9,9,9,0,南,0
0,13,1,0,3,3,3,3,南,0
4,3,1,0,1,1,2,2,南,1
4,15,1,0,1,2,1,3,南,5
4,7,1,0,2,9,9,1,南,3
13,7,1,0,2,2,2,2,南,2
1,3,1,0,9,2,2,2,南,0
9,2,1,0,9,9,9,0,南,0
14,10,1,0,1,1,1,3,南,12
7,3,1,0,3,3,9,0,南,0
14,13,1,0,1,1,2,1,南,11
6,12,1,0,1,1,2,1,南,0
7,8,1,0,9,1,2,3,南,2
4,7,1,0,9,1,9,2,南,1
6,12,1,0,1,1,2,2,南,0
2,4,1,0,3,1,3,1,南,5
8,4,1,0,2,2,2,1,南,3
7,16,1,0,3,1,1,2,南,8
20,11,1,0,1,1,1,2,南,26
11,18,1,0,1,2,2,2,南,12
1,19,1,0,2,2,2,1,南,0
6,7,1,0,1,1,1,2,南,3
8,11,1,0,1,1,1,2,南,1
5,9,1,0,1,1,1,2,南,0
3,6,1,0,2,2,2,1,南,0
2,7,1,0,2,2,2,1,南,0
9,14,1,0,1,2,2,2,南,2
9,2,1,0,9,9,9,0,南,0
2,2,1,0,9,9,9,0,南,0
15,2,1,0,9,9,9,0,南,0
8,6,1,0,3,3,3,1,南,0
5,9,1,0,3,3,3,0,南,0
4,6,1,0,1,1,9,2,南,0
7,9,1,0,1,1,3,2,南,5
9,6,1,0,1,1,3,2,南,0
9,9,1,0,1,1,2,2,南,5
5,15,1,0,1,3,3,3,南,9
3,13,1,0,1,3,3,3,南,2
15,13,1,0,2,2,2,0,南,6
6,13,1,0,2,2,2,1,南,5
23,11,1,0,3,3,3,1,南,2
11,11,1,0,3,3,3,1,南,4
7,10,1,0,9,3,3,2,南,1
8,8,1,0,1,1,1,0,南,14
7,6,1,0,9,9,9,0,南,6
9,8,1,0,9,9,9,0,南,1
10,5,1,0,1,1,9,1,南,10
14,11,1,0,1,1,1,2,南,1
7,16,1,0,1,1,3,1,南,1
3,2,1,0,9,9,9,0,南,0
10,9,1,0,1,1,1,1,南,7
12,10,1,0,1,1,1,2,南,11
1,3,1,0,9,9,9,1,南,2
4,5,1,0,9,9,9,1,南,2
16,15,1,0,1,1,1,2,南,3
5,5,1,0,1,1,1,2,南,5
2,4,1,0,1,1,1,1,南,1
4,4,1,0,1,9,9,1,南,1
15,4,1,0,3,3,3,2,南,0
0,2,1,0,9,9,9,1,南,0
18,6,1,0,1,1,1,0,南,0
2,9,1,0,2,2,2,1,南,0
5,6,1,0,3,3,3,0,南,0
1,7,1,0,2,2,2,2,南,0
8,13,1,0,1,1,2,1,南,2
11,12,1,0,1,2,1,2,南,13
0,11,1,0,1,2,1,2,南,7
1,6,1,0,1,3,3,1,南,4
6,8,1,0,1,2,2,1,南,5
7,6,1,0,1,3,3,1,南,0
3,9,1,0,1,3,3,1,南,0
3,6,1,0,1,3,9,1,南,0
7,6,1,0,1,3,9,1,南,0
0,6,1,0,1,3,9,1,南,0
2,6,1,0,1,3,9,1,南,0
1,6,1,0,1,3,9,1,南,0
1,6,1,0,1,3,3,1,南,0
2,9,1,0,1,3,9,1,南,0
2,9,1,0,1,3,9,1,南,2
14,18,1,0,2,2,9,3,南,5
14,18,1,0,2,2,9,3,南,1
5,9,1,0,9,9,9,1,南,0
2,3,1,0,3,3,3,1,南,0
13,17,1,0,2,2,2,1,南,9
11,7,1,0,1,1,9,2,南,0
16,8,1,0,9,9,9,2,南,1
10,7,1,0,1,1,1,2,南,0
4,8,1,0,9,3,9,1,南,2
0,3,1,0,2,2,9,1,南,0
36,13,1,0,3,3,3,1,南,10
5,6,1,0,1,1,9,1,南,0
6,12,1,0,2,2,2,1,南,10
5,13,1,0,2,2,2,1,南,5
5,9,1,0,3,3,9,1,南,0
3,6,1,0,1,3,9,1,南,0
0,5,1,0,9,9,9,1,南,2
5,8,1,0,1,1,1,1,南,1
4,9,1,0,1,1,1,3,南,0
16,17,1,0,2,9,9,2,南,4
15,18,1,0,1,2,2,2,南,12
18,1,1,0,9,9,9,0,南,12
4,7,1,0,1,1,2,1,南,0
1,6,1,0,1,1,2,1,南,0
6,15,1,0,2,2,2,1,南,12
5,4,1,0,1,1,1,2,南,0
8,7,1,0,1,1,9,1,南,0
9,7,1,0,3,3,3,2,南,2
9,14,1,0,1,3,1,3,南,4
22,8,1,0,1,1,2,2,南,16
8,11,1,0,2,2,2,2,南,4
4,9,1,0,3,3,3,1,南,0
9,7,1,0,2,2,2,1,南,1
8,8,1,0,2,2,2,1,南,7
2,8,1,0,2,2,2,1,南,0
4,5,1,0,2,2,2,1,南,0
1,6,1,0,9,9,9,1,南,0
3,6,1,0,9,9,9,1,南,4
1,7,1,0,9,9,9,1,南,0
3,2,1,0,3,3,3,2,南,1
6,17,1,0,2,2,1,3,南,12
4,7,1,0,1,1,1,1,南,6
5,8,1,0,1,1,1,1,南,1
5,4,1,0,1,1,1,2,南,0
6,5,1,0,1,1,1,0,南,10
4,7,1,0,2,2,2,3,南,1
22,7,1,0,2,2,2,3,南,1
22,7,1,0,1,1,1,3,南,7
13,5,1,0,2,2,2,3,南,2
22,7,1,0,1,1,1,3,南,4
12,7,1,0,1,1,1,3,南,0
7,10,1,0,2,2,2,3,南,13
5,5,1,0,1,1,9,1,南,15
3,17,1,0,2,2,2,2,南,2
4,14,1,0,2,1,1,2,南,6
15,8,1,0,1,1,1,1,南,2
8,13,1,0,1,1,1,1,南,2
6,8,1,0,1,3,3,1,南,0
1,2,1,0,1,1,2,1,南,0
1,9,1,0,1,1,2,1,南,2
2,5,1,0,2,2,3,2,南,0
1,12,1,0,2,2,3,2,南,0
5,5,1,0,2,2,9,2,南,2
6,6,1,0,2,2,3,2,南,0
5,3,1,0,2,2,9,2,南,3
12,11,1,0,1,1,1,2,南,0
8,4,1,0,1,1,9,1,南,0
17,15,1,0,1,1,1,2,南,10
2,8,1,0,1,1,1,2,南,0
7,4,1,0,1,1,2,1,南,2
6,4,1,0,1,1,2,1,南,4
3,5,1,0,9,9,9,0,南,0
4,4,1,0,1,1,1,1,南,1
3,11,1,0,3,3,9,1,南,0
12,4,1,0,1,1,1,2,南,2
11,9,1,0,1,1,1,1,南,0
12,6,1,0,1,1,1,2,南,3
6,12,1,0,1,1,1,2,南,0
5,10,1,0,1,1,1,2,南,0
2,8,1,0,1,2,2,1,南,2
2,4,1,0,2,2,2,1,南,0
1,8,1,0,2,2,2,1,南,1
1,9,1,0,2,2,2,1,南,3
9,16,1,0,1,1,1,1,南,9
8,15,1,0,1,1,1,1,南,1
9,11,1,0,1,1,1,1,南,5
3,4,1,0,1,1,1,1,南,0
2,12,1,0,1,1,1,1,南,1
1,10,1,0,1,1,1,1,南,0
4,6,1,0,9,9,9,0,南,3
4,10,1,0,9,9,1,2,南,4
19,20,1,0,3,3,3,1,南,0
16,6,1,0,1,1,1,3,南,8
5,8,1,0,1,1,1,3,南,4
13,7,1,0,1,1,1,3,南,16
0,6,1,0,1,1,9,0,南,0
29,9,1,0,1,1,9,1,南,10
7,6,1,0,3,3,3,3,南,19
4,6,1,0,3,3,3,2,南,12
12,7,1,0,3,3,3,3,南,6
12,9,1,0,1,1,2,1,南,2
5,6,1,0,3,1,3,3,南,0
5,3,1,0,9,9,9,0,南,0
15,9,1,0,2,2,9,2,南,2
6,8,1,0,2,2,9,2,南,2
6,3,1,0,1,1,3,1,南,3
6,9,1,0,9,9,9,0,南,0
15,6,1,0,1,1,1,2,南,6
8,5,1,0,3,3,3,1,南,0
14,2,1,0,2,2,2,1,南,0
6,16,1,0,1,1,3,1,南,0
2,6,1,0,1,2,2,2,南,0
1,4,1,0,1,2,3,1,南,1
4,4,1,0,2,2,2,1,南,2
1,4,1,0,1,1,1,1,南,0
7,4,1,0,9,9,9,0,南,0
3,10,1,0,1,2,2,1,南,4
21,15,1,0,1,1,9,1,南,12
13,10,1,0,1,1,9,1,南,10
21,12,1,0,1,1,2,1,南,6
11,2,1,0,9,9,9,0,南,8
26,5,1,0,1,1,1,1,南,0
4,10,1,0,1,1,1,1,南,14
13,15,1,0,9,9,9,0,南,11
13,12,1,0,1,1,1,1,南,14
5,7,1,0,1,1,1,1,南,19
1,9,1,0,1,1,1,2,南,1
4,9,1,0,1,1,1,2,南,9
7,14,1,0,9,9,9,1,南,8
7,10,1,0,1,1,1,2,南,1
6,8,1,0,1,3,2,2,南,6
15,7,1,0,1,1,1,3,南,5
5,13,1,0,9,9,9,0,南,5
6,16,1,0,2,2,2,2,南,5
19,14,1,0,2,2,2,2,南,4
2,12,1,0,9,9,1,3,南,2
17,17,1,0,2,2,2,0,南,4
8,22,1,0,2,2,2,1,南,2
30,16,1,0,1,1,2,1,南,8
5,7,1,0,1,1,2,1,南,5
15,7,1,0,1,1,1,1,南,6
4,6,1,0,1,1,1,1,南,4
7,10,1,0,1,1,1,2,南,1
2,8,1,0,1,1,1,2,南,0
9,15,1,0,1,1,1,2,南,13
3,5,1,0,9,9,9,1,南,11
2,11,1,0,3,9,9,0,南,0
3,10,1,0,3,9,9,0,南,0
6,16,1,0,2,2,2,3,南,6
9,6,1,0,1,3,1,1,南,1
4,3,1,0,3,3,3,1,南,0
8,18,1,0,1,1,1,1,南,8
4,9,1,0,1,1,9,2,南,1
16,13,1,0,2,3,3,2,南,13
3,10,1,0,2,3,3,0,南,0
2,11,1,0,2,3,3,0,南,0
4,1,1,0,1,1,2,2,南,8
9,15,1,0,1,1,1,1,南,4
3,12,1,0,1,1,1,2,南,0
3,12,1,0,1,1,1,2,南,1
4,6,1,0,2,2,2,1,南,1
13,6,1,0,2,2,2,2,南,2
6,6,1,0,3,3,9,2,南,8
13,11,1,0,1,1,2,2,北,3
29,22,1,0,1,1,1,3,北,18
4,23,1,0,1,1,1,3,北,10
0,1,1,0,3,3,9,1,北,0
5,8,1,0,2,1,2,3,北,0
14,14,1,0,1,1,1,1,北,10
30,22,1,0,2,2,2,2,北,18
28,15,1,0,2,2,2,2,北,26
8,7,1,0,1,2,2,2,北,2
23,10,1,0,1,1,1,1,北,8
13,5,1,0,1,2,2,3,北,9
13,8,1,0,2,2,2,3,北,5
0,3,1,0,2,2,2,3,北,0
3,4,1,0,2,2,9,1,北,1
14,11,1,0,2,2,2,3,北,29
28,3,1,0,1,1,1,1,北,18
13,16,1,0,1,1,1,1,北,14
13,16,1,0,1,1,1,1,北,13
11,3,1,0,9,9,2,2,北,8
22,1,1,0,9,9,2,1,北,14
4,10,1,0,1,1,2,3,北,0
15,5,1,0,2,2,1,2,北,14
13,9,1,0,1,1,9,1,北,5
2,7,1,0,2,2,2,3,北,1
0,4,1,0,1,1,1,0,北,6
0,3,1,0,1,1,1,0,北,6
12,13,1,0,1,1,3,3,北,2
9,15,1,0,9,9,9,0,北,6
6,7,1,0,1,1,2,2,北,9
5,6,1,0,1,1,3,1,北,2
0,7,1,0,2,2,9,0,北,0
5,5,1,0,9,2,9,1,北,1
2,7,1,0,9,9,9,1,北,0
7,16,1,0,2,2,2,3,北,4
6,9,1,0,1,1,9,1,北,3
6,9,1,0,1,1,9,1,北,0
3,5,1,0,1,1,9,1,北,0
12,17,1,0,3,3,3,1,北,3
8,7,1,0,9,9,9,1,北,0
5,11,1,0,2,2,2,2,北,2
10,7,1,0,1,1,1,1,北,12
0,11,1,0,1,1,9,3,北,0
1,12,1,0,1,9,9,1,北,0
9,8,1,0,2,2,2,3,北,0
16,5,1,0,2,2,2,3,北,16
30,29,1,0,1,1,1,3,北,12
4,8,1,0,2,2,2,1,北,4
4,4,1,0,1,1,1,1,北,4
2,3,1,0,2,2,3,1,北,0
6,10,1,0,1,1,2,3,北,6
8,6,1,0,1,1,1,1,北,0
9,16,1,0,1,1,1,3,北,17
14,3,1,0,9,9,9,0,北,0
22,8,1,0,1,1,3,1,北,1
6,5,1,0,2,3,3,1,北,0
5,6,1,0,2,2,1,1,北,6
3,6,1,0,2,2,1,1,北,1
0,2,1,0,9,9,9,0,北,0
15,5,1,0,9,2,9,2,北,7
36,33,1,0,1,1,1,3,北,6
5,11,1,0,2,2,9,1,北,8
14,15,1,0,2,2,2,1,北,29
3,5,1,0,1,1,3,2,北,3
6,5,1,0,1,1,3,1,北,0
9,6,1,0,9,9,9,0,北,6
15,6,1,0,2,9,9,1,北,3
30,3,1,0,2,9,9,0,北,5
15,7,1,0,2,9,9,1,北,5
2,4,1,0,3,3,3,1,北,1
0,5,1,0,2,2,9,1,北,3
7,9,1,0,1,1,1,3,北,12
4,17,1,0,1,1,1,1,北,10
4,12,1,0,2,2,2,1,北,6
8,12,1,0,9,9,9,1,北,0
5,11,1,0,2,2,2,2,北,10
5,9,1,0,1,1,1,1,北,0
9,9,1,0,1,1,1,2,北,8
6,7,1,0,1,1,1,1,北,4
11,4,1,0,2,2,2,0,北,9
1,9,1,0,9,9,9,2,北,1
13,6,1,0,1,1,2,3,北,0
1,11,1,0,2,2,2,3,北,0
3,16,1,0,1,3,3,1,北,0
15,8,1,0,9,9,9,1,北,20
4,4,1,0,3,3,3,2,北,0
7,13,1,0,2,2,3,3,北,12
5,10,1,0,2,2,2,1,北,4
14,7,1,0,2,2,2,1,北,8
4,6,1,0,1,1,3,3,北,3
9,4,1,0,1,1,1,3,北,6
2,5,1,0,1,9,9,2,北,7
30,5,1,0,3,3,3,2,北,11
59,3,1,0,3,3,3,2,北,2
9,12,1,0,1,1,2,3,北,4
3,11,1,0,2,2,3,1,北,0
15,14,1,0,1,1,1,1,北,7
9,14,1,0,1,1,1,1,北,0
8,14,1,0,1,1,1,1,北,5
4,14,1,0,1,1,1,1,北,12
6,14,1,0,1,1,1,1,北,2
29,13,1,0,1,1,1,1,北,10
2,2,1,0,1,1,2,1,北,0
2,13,1,0,1,1,3,3,北,0
28,9,1,0,2,2,2,1,北,8
1,5,1,0,1,1,9,1,北,0
9,9,1,0,2,2,2,0,北,6
6,14,1,0,3,3,3,0,北,7
8,17,1,0,1,1,1,2,北,0
28,5,1,0,1,1,1,3,北,27
8,5,1,0,1,1,3,0,北,2
7,10,1,0,1,9,9,1,北,0
3,9,1,0,1,3,3,1,北,3
0,9,1,0,1,1,3,1,北,3
14,8,1,0,3,3,9,1,北,5
